  D2Ac  [hex_]  1132831080 (bytes 43 85 a1 68)
  D2Au  [ui8 ]  0 (bytes 00)
  D2BD  [ui8 ]  10 (bytes 0a)
  D2BI  [ui16]  0 (bytes 00 00)
  D2CA  [ui16]  256 (bytes 01 00)
  D2CD  [ui16]  256 (bytes 01 00)
  D2CF  [ui16]  1 (bytes 00 01)
  D2CR  [ui16]  1 (bytes 00 01)
  D2CS  [ui8 ]  0 (bytes 00)
  D2CT  [ui8 ]  0 (bytes 00)
  D2CU  [ui8 ]  0 (bytes 00)
  D2CX  [ui8 ]  0 (bytes 00)
  D2CY  [ui8 ]  0 (bytes 00)
  D2CZ  [ui8 ]  0 (bytes 00)
  D2Cb  [ui8 ]  0 (bytes 00)
  D2Cc  [ui16]  0 (bytes 00 00)
  D2Cf  [ui16]  0 (bytes 00 00)
  D2Ci  [ui16]  0 (bytes 00 00)
  D2Cm  [ui16]  1 (bytes 00 01)
  D2Cn  [ui16]  0 (bytes 00 00)
  D2Cr  [ui16]  0 (bytes 00 00)
  D2Cs  [ui16]  0 (bytes 00 00)
  D2Ct  [ui16]  0 (bytes 00 00)
  D2Cv  [ui16]  0 (bytes 00 00)
  D2Cw  [ui16]  0 (bytes 00 00)
  D2DA  [hex_]  382 (bytes 01 7e)
  D2DE  [ch8*]  (bytes 70 64 20 63 68 61 72 67 65 72 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D2DI  [ui8 ]  2 (bytes 02)
  D2DP  [hex_]  0 (bytes 00 00 00 00 00 00 00 00)
  D2DR  [flag]  true (bytes 01)
  D2Dp  [flag]  false (bytes 00)
  D2EC  [ui8 ]  0 (bytes 00)
  D2EF  [hex_]  0 (bytes 00 00 00 00)
  D2Ep  [flag]  true (bytes 01)
  D2FC  [ui32]  0 (bytes 00 00 00 00)
  D2FS  [hex_]  0 (bytes 00)
  D2FV  [hex_]  3154688 (bytes 00 30 23 00)
  D2IC  [ui16]  65535 (bytes ff ff)
  D2IR  [ui16]  0 (bytes 00 00)
  D2JA  [ui32]  1276968960 (bytes 4c 1d 00 00)
  D2JB  [ui32]  1276968960 (bytes 4c 1d 00 00)
  D2JD  [{jst]  (bytes 4c 1d 00 00 4c 1d 00 00 4c 1d 4c 1d 00 00 00 00 4c 1d 00 00 00)
  D2JE  [ui32]  0 (bytes 00 00 00 00)
  D2JF  [ui32]  0 (bytes 00 00 00 00)
  D2JG  [ui32]  0 (bytes 00 00 00 00)
  D2JI  [flt ]  0 (bytes 00 00 00 00)
  D2JM  [ui16]  38970 (bytes 98 3a)
  D2JN  [ui16]  19485 (bytes 4c 1d)
  D2JP  [ui8 ]  0 (bytes 00)
  D2JQ  [hex_]  0 (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D2JR  [si32]  1276968960 (bytes 4c 1d 00 00)
  D2JS  [si32]  1276968960 (bytes 4c 1d 00 00)
  D2JV  [flt ]  0 (bytes 00 00 00 00)
  D2LC  [ui8 ]  0 (bytes 00)
  D2LI  [ui8 ]  37 (bytes 25)
  D2LR  [ui8 ]  1 (bytes 01)
  D2MI  [ui16]  0 (bytes 00 00)
  D2MP  [ui32]  0 (bytes 00 00 00 00)
  D2MV  [ui16]  0 (bytes 00 00)
  D2PI  [si8 ]  -1 (bytes ff)
  D2PM  [hex_]  0 (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D2PR  [ui8 ]  0 (bytes 00)
  D2PS  [ui8 ]  255 (bytes ff)
  D2PT  [ui8 ]  0 (bytes 00)
  D2Pd  [hex_]  0 (bytes 00 00)
  D2Pe  [hex_]  0 (bytes 00 00)
  D2Pi  [ui16]  0 (bytes 00 00)
  D2Ps  [ui8 ]  255 (bytes ff)
  D2Pt  [ui8 ]  0 (bytes 00)
  D2Rc  [ui16]  0 (bytes 00 00)
  D2Rp  [ui16]  47115 (bytes b8 0b)
  D2ST  [ui8 ]  0 (bytes 00)
  D2St  [hex_]  0 (bytes 00 00)
  D2UI  [hex_]  2066491429 (bytes 7b 2c 28 25 ea a6 82 91 c0 4c d7 d2 b5 2e c9 a7)
  D2VC  [ui16]  0 (bytes 00 00)
  D2VD  [flt ]  0 (bytes 00 00 00 00)
  D2VM  [ui16]  0 (bytes 00 00)
  D2VR  [ui16]  0 (bytes 00 00)
  D2VX  [ui16]  0 (bytes 00 00)
  D2Vb  [ui8 ]  0 (bytes 00)
  D2Vd  [hex_]  0 (bytes 00 00)
  D2Ve  [hex_]  0 (bytes 00 00)
  D2Vm  [ui8 ]  0 (bytes 00)
  D2Vn  [ui8 ]  0 (bytes 00)
  D2WS  [flag]  true (bytes 01)
  D2if  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00)
  D2ih  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00)
  D2ii  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D2im  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D2in  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D2is  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D2lg  [hex_]  2702836667 (bytes a1 1a 03 bb 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D2li  [ui8 ]  4 (bytes 04)
  D2pd  [flag]  false (bytes 00)
  D2pi  [flag]  false (bytes 00)
  D2pr  [ui8 ]  0 (bytes 00)
  D2pt  [ui8 ]  0 (bytes 00)
  D3Ac  [hex_]  0 (bytes 00 00 00 00)
  D3Au  [ui8 ]  0 (bytes 00)
  D3BD  [ui8 ]  0 (bytes 00)
  D3BI  [ui16]  0 (bytes 00 00)
  D3CA  [ui16]  0 (bytes 00 00)
  D3CD  [ui16]  0 (bytes 00 00)
  D3CF  [ui16]  0 (bytes 00 00)
  D3CR  [ui16]  0 (bytes 00 00)
  D3CS  [ui8 ]  0 (bytes 00)
  D3CT  [ui8 ]  0 (bytes 00)
  D3CU  [ui8 ]  0 (bytes 00)
  D3CX  [ui8 ]  0 (bytes 00)
  D3CY  [ui8 ]  0 (bytes 00)
  D3CZ  [ui8 ]  0 (bytes 00)
  D3Cb  [ui8 ]  0 (bytes 00)
  D3Cc  [ui16]  0 (bytes 00 00)
  D3Cf  [ui16]  0 (bytes 00 00)
  D3Ci  [ui16]  0 (bytes 00 00)
  D3Cm  [ui16]  0 (bytes 00 00)
  D3Cn  [ui16]  0 (bytes 00 00)
  D3Cr  [ui16]  0 (bytes 00 00)
  D3Cs  [ui16]  0 (bytes 00 00)
  D3Ct  [ui16]  0 (bytes 00 00)
  D3Cv  [ui16]  0 (bytes 00 00)
  D3Cw  [ui16]  0 (bytes 00 00)
  D3DA  [hex_]  372 (bytes 01 74)
  D3DE  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D3DI  [ui8 ]  2 (bytes 02)
  D3DP  [hex_]  0 (bytes 00 00 00 00 00 00 00 00)
  D3DR  [flag]  true (bytes 01)
  D3Dp  [flag]  false (bytes 00)
  D3EC  [ui8 ]  0 (bytes 00)
  D3EF  [hex_]  0 (bytes 00 00 00 00)
  D3Ep  [flag]  false (bytes 00)
  D3FC  [ui32]  0 (bytes 00 00 00 00)
  D3FS  [hex_]  0 (bytes 00)
  D3FV  [hex_]  3154688 (bytes 00 30 23 00)
  D3IC  [ui16]  65535 (bytes ff ff)
  D3IR  [ui16]  0 (bytes 00 00)
  D3JA  [ui32]  1276968960 (bytes 4c 1d 00 00)
  D3JB  [ui32]  1276968960 (bytes 4c 1d 00 00)
  D3JD  [{jst]  (bytes 00 00 00 00 00 00 00 00 4c 1d 4c 1d 00 00 00 00 4c 1d 00 00 00)
  D3JE  [ui32]  0 (bytes 00 00 00 00)
  D3JF  [ui32]  0 (bytes 00 00 00 00)
  D3JG  [ui32]  0 (bytes 00 00 00 00)
  D3JI  [flt ]  0 (bytes 00 00 00 00)
  D3JM  [ui16]  38970 (bytes 98 3a)
  D3JN  [ui16]  19485 (bytes 4c 1d)
  D3JP  [ui8 ]  0 (bytes 00)
  D3JQ  [hex_]  0 (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D3JR  [si32]  1276968960 (bytes 4c 1d 00 00)
  D3JS  [si32]  1276968960 (bytes 4c 1d 00 00)
  D3JV  [flt ]  0 (bytes 00 00 00 00)
  D3LC  [ui8 ]  0 (bytes 00)
  D3LI  [ui8 ]  12 (bytes 0c)
  D3LR  [ui8 ]  1 (bytes 01)
  D3MI  [ui16]  0 (bytes 00 00)
  D3MP  [ui32]  0 (bytes 00 00 00 00)
  D3MV  [ui16]  0 (bytes 00 00)
  D3PI  [si8 ]  0 (bytes 00)
  D3PM  [hex_]  0 (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D3PR  [ui8 ]  0 (bytes 00)
  D3PS  [ui8 ]  255 (bytes ff)
  D3PT  [ui8 ]  0 (bytes 00)
  D3Pd  [hex_]  0 (bytes 00 00)
  D3Pe  [hex_]  0 (bytes 00 00)
  D3Pi  [ui16]  0 (bytes 00 00)
  D3Ps  [ui8 ]  255 (bytes ff)
  D3Pt  [ui8 ]  0 (bytes 00)
  D3Rc  [ui16]  0 (bytes 00 00)
  D3Rp  [ui16]  0 (bytes 00 00)
  D3ST  [ui8 ]  0 (bytes 00)
  D3St  [hex_]  0 (bytes 00 00)
  D3UI  [hex_]  126167333 (bytes 07 85 29 25 67 61 6b 86 08 48 45 4d ba c0 1f c7)
  D3VC  [ui16]  0 (bytes 00 00)
  D3VD  [flt ]  0 (bytes 00 00 00 00)
  D3VM  [ui16]  0 (bytes 00 00)
  D3VR  [ui16]  0 (bytes 00 00)
  D3VX  [ui16]  0 (bytes 00 00)
  D3Vb  [ui8 ]  0 (bytes 00)
  D3Vd  [hex_]  0 (bytes 00 00)
  D3Ve  [hex_]  0 (bytes 00 00)
  D3Vm  [ui8 ]  0 (bytes 00)
  D3Vn  [ui8 ]  0 (bytes 00)
  D3WS  [flag]  true (bytes 01)
  D3if  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00)
  D3ih  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00)
  D3ii  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D3im  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D3in  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D3is  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D3lg  [hex_]  436452256 (bytes 1a 03 bb a0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  D3li  [ui8 ]  4 (bytes 04)
  D3pd  [flag]  false (bytes 00)
  D3pi  [flag]  false (bytes 00)
  D3pr  [ui8 ]  0 (bytes 00)
  D3pt  [ui8 ]  0 (bytes 00)
  DBCF  [ui8 ]  134 (bytes 86)
  DBTE  [ui8 ]  1 (bytes 01)
  DPBS  [ui32]  812974080 (bytes 30 75 00 00)
  DPBW  [ui32]  812974080 (bytes 30 75 00 00)
  EVPF  [hex_]  0 (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  IBLR  [flt ]  0 (bytes 00 00 00 00)
  IBlR  [flt ]  0 (bytes 00 00 00 00)
  ID0R  [flt ]  0.003247576 (bytes 49 d5 54 3b)
  IKBC  [flt ]  0 (bytes 00 00 00 00)
  IMVC  [flt ]  0.6167214 (bytes 74 e1 1d 3f)
  IO3R  [flt ]  0 (bytes 00 00 00 00)
  IO5R  [flt ]  0 (bytes 00 00 00 00)
  IP0b  [flt ]  0.7969955 (bytes e6 07 4c 3f)
  IP1b  [flt ]  0.11739702 (bytes d9 6d f0 3d)
  IP2b  [flt ]  0.14437303 (bytes 86 d6 13 3e)
  IP2l  [flt ]  0.0004119873 (bytes 00 00 d8 39)
  IP3b  [flt ]  0 (bytes 00 00 00 00)
  IP4b  [flt ]  0.40789795 (bytes 00 d8 d0 3e)
  IP7b  [flt ]  0.024597168 (bytes 00 80 c9 3c)
  IP7l  [flt ]  1.5258789e-05 (bytes 00 00 80 37)
  IP8l  [flt ]  0.10142517 (bytes 00 b8 cf 3d)
  IP9b  [flt ]  0.3859253 (bytes 00 98 c5 3e)
  IP9l  [flt ]  4.5776367e-05 (bytes 00 00 40 38)
  IPBR  [flt ]  0.7004563 (bytes 1b 51 33 3f)
  IPbb  [flt ]  0.019714355 (bytes 00 80 a1 3c)
  IPdb  [flt ]  0 (bytes 00 00 00 00)
  IPkl  [flt ]  0.00074768066 (bytes 00 00 44 3a)
  IR4l  [flt ]  0.012756348 (bytes 00 00 51 3c)
  IR5b  [flt ]  0.0100307325 (bytes f1 57 24 3c)
  IR6b  [flt ]  0 (bytes 00 00 00 00)
  IR8b  [flt ]  0.027038574 (bytes 00 80 dd 3c)
  IRab  [flt ]  0 (bytes 00 00 00 00)
  IRcb  [flt ]  0 (bytes 00 00 00 00)
  IRcl  [flt ]  0.039367676 (bytes 00 40 21 3d)
  IReb  [flt ]  0 (bytes 00 00 00 00)
  IT3C  [flt ]  0 (bytes 00 00 00 00)
  IT5C  [flt ]  0 (bytes 00 00 00 00)
  ITPR  [flt ]  0 (bytes 00 00 00 00)
  IW3C  [flt ]  0 (bytes 00 00 00 00)
  Ib0f  [flt ]  0.6992297 (bytes b8 00 33 3f)
  Ib8f  [flt ]  0.5162718 (bytes 64 2a 04 3f)
  KDBG  [ui8 ]  1 (bytes 01)
  KDD0  [hex_]  601837785 (bytes 23 df 50 d9 0c d7 d9 09 00 00 01 f3 bd 86 a1 0f 1b 1c e4 70 82 63 d4 77 34 39 1a 2d 00 00 ce 0d)
  KDD1  [hex_]  1457797005 (bytes 56 e4 37 8d a7 e7 e3 cb d0 96 00 00 79 b5 5c be 00 00 e0 17 00 00 00 00 13 91 00 00 4b c7 00 00)
  KDTP  [ui8 ]  1 (bytes 01)
  KINC  [ui16]  2 (bytes 00 02)
  KINV  [ch8*]  (bytes 00 00 00 00)
  KINX  [hex_]  0 (bytes 00 00 00 00)
  LCAD  [ui8 ]  15 (bytes 0f)
  LCAE  [ui8 ]  0 (bytes 00)
  LDKN  [ui8 ]  3 (bytes 03)
  LGDA  [ui64]  (bytes 00 50 e6 3f 02 00 00 00)
  LGDS  [ui64]  (bytes 00 04 00 00 00 00 00 00)
  LGPE  [flag]  false (bytes 00)
  MBSE  [hex_]  4261412864 (bytes fe 00 00 00)
  MBSW  [hex_]  65536 (bytes 00 01 00 00 00 00 00 00)
  MBSe  [hex_]  0 (bytes 00 00 00 00 00 00 00 00)
  MBSw  [hex_]  0 (bytes 00 00 00 00 00 00 00 00)
  MEKV  [ui16]  4 (bytes 00 04)
  MEPS  [hex_]  66049 (bytes 00 01 02 01 02 01)
  MESS  [ui8 ]  40 (bytes 28)
  MEST  [hex_]  1509310526 (bytes 59 f6 40 3e 54 32 00 00)
  MEWE  [ui8 ]  1 (bytes 01)
  MFIC  [hex_]  0 (bytes 00 00 00 00)
  MFIX  [flag]  false (bytes 00)
  MPPR  [ui32]  3 (bytes 00 00 00 03)
  MSAL  [hex_]  8 (bytes 08)
  MSAM  [ui8 ]  3 (bytes 03)
  MSFL  [ch8*]  (bytes 00 00 00 00)
  MSFN  [ui8 ]  0 (bytes 00)
  MSKT  [ui32]  0 (bytes 00 00 00 00)
  MSLD  [ui8 ]  0 (bytes 00)
  MSLm  [flt ]  1 (bytes 00 00 80 3f)
  MSLn  [flt ]  112 (bytes 00 00 e0 42)
  MSMR  [ui8 ]  0 (bytes 00)
  MSMV  [flt ]  17 (bytes 00 00 88 41)
  MSOC  [si32]  23 (bytes 00 00 00 17)
  MSOP  [si32]  11 (bytes 00 00 00 0b)
  MSSC  [flag]  false (bytes 00)
  MST3  [ui32]  0 (bytes 00 00 00 00)
  MST6  [ui64]  (bytes 00 00 00 00 00 00 00 00)
  MSTC  [ui16]  0 (bytes 00 00)
  MSTD  [ui16]  0 (bytes 00 00)
  MSX0  [ui16]  12395 (bytes 30 6b)
  MSX2  [ui8 ]  12 (bytes 0c)
  MSX9  [ui8 ]  48 (bytes 30)
  MSXA  [ch8*]  (bytes 53 44 4d 58)
  MSXC  [ui32]  0 (bytes 00 00 00 00)
  MSXD  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  MSXH  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  MSXK  [ch8*]  (bytes 21 22 23 24 25 26 27 28 29 2a 2b 2c 2d 2e 2f 30 31 32 33 34 35 36 37 38 39 3a 3b 3c 3d 3e 3f 40)
  MSXL  [ch8*]  (bytes 28 6b 6e 4e 28 6b 6e 4e 28 6b 6e 4e 28 6b 6e 4e)
  MSXN  [ui8 ]  108 (bytes 6c)
  MSXP  [ui32]  0 (bytes 00 00 00 00)
  MSXS  [ch8*]  (bytes 01 02 03 04)
  MSXT  [ui32]  4294967295 (bytes ff ff ff ff)
  MSXU  [hex_]  0 (bytes 00 00)
  MSXZ  [flt ]  0 (bytes 00 00 00 00)
  MSXb  [ui8 ]  0 (bytes 00)
  MSXc  [ui32]  0 (bytes 00 00 00 00)
  MSXd  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  MSXh  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  MSXk  [ch8*]  (bytes 21 22 23 24 25 26 27 28 29 2a 2b 2c 2d 2e 2f 30 31 32 33 34 35 36 37 38 39 3a 3b 3c 3d 3e 3f 40)
  MSXl  [ch8*]  (bytes 28 6b 6e 4e 28 6b 6e 4e 28 6b 6e 4e 28 6b 6e 4e)
  MSXm  [ui16]  8 (bytes 00 08)
  MSXn  [ui8 ]  65 (bytes 41)
  MSXs  [ui32]  16909060 (bytes 01 02 03 04)
  MSXt  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  MSxb  [hex_]  797 (bytes 03 1d)
  MSxd  [hex_]  52232192 (bytes 03 1d 00 00 34 8f 02 00 00 00 00 00 00 00 00 00 00 00 e0 a9 9b a1 09 41 00 00 00 00 00 00 00 00)
  MSxs  [hex_]  52428800 (bytes 03 20 00 00 3e 8f 02 00 00 00 00 00 6a 7d 38 40)
  N0Tr  [ui8 ]  0 (bytes 00)
  N0Tw  [ui8 ]  0 (bytes 00)
  NTAP  [flag]  true (bytes 01)
  Ns0T  [ui8 ]  7 (bytes 07)
  NsNL  [ui8 ]  1 (bytes 01)
  PBAT  [flt ]  0 (bytes 00 00 00 00)
  PBLR  [flt ]  0 (bytes 00 00 00 00)
  PBlR  [flt ]  0 (bytes 00 00 00 00)
  PDTR  [flt ]  5.271247e-05 (bytes 95 17 5d 38)
  PHPB  [flt ]  65 (bytes 00 00 82 42)
  PHPC  [flt ]  3.3911417 (bytes 77 08 59 40)
  PHPM  [flt ]  0.738 (bytes 91 ed 3c 3f)
  PHPS  [flt ]  1.3221395 (bytes de 3b a9 3f)
  PKBC  [flt ]  0 (bytes 00 00 00 00)
  PMVC  [flt ]  2.3435416 (bytes 96 fc 15 40)
  PO3R  [flt ]  0 (bytes 00 00 00 00)
  PO5R  [flt ]  0 (bytes 00 00 00 00)
  PP0b  [flt ]  0.6749072 (bytes b8 c6 2c 3f)
  PP1b  [flt ]  0.0257242 (bytes 8f bb d2 3c)
  PP2b  [flt ]  0.10969378 (bytes 22 a7 e0 3d)
  PP2l  [flt ]  0.00074169785 (bytes 80 6e 42 3a)
  PP3b  [flt ]  0 (bytes 00 00 00 00)
  PP4b  [flt ]  0.41743317 (bytes cd b9 d5 3e)
  PP7b  [flt ]  0.01934227 (bytes ae 73 9e 3c)
  PP7l  [flt ]  5.0367555e-05 (bytes c0 41 53 38)
  PP8l  [flt ]  0.122438826 (bytes 35 c1 fa 3d)
  PP9b  [flt ]  0.3040422 (bytes 6b ab 9b 3e)
  PP9l  [flt ]  8.2243234e-05 (bytes 00 7a ac 38)
  PPBR  [flt ]  7.977842 (bytes 7b 4a ff 40)
  PPbb  [flt ]  0.010699767 (bytes 13 4e 2f 3c)
  PPdb  [flt ]  0 (bytes 00 00 00 00)
  PPkl  [flt ]  0.00090313563 (bytes 68 c0 6c 3a)
  PR4l  [flt ]  0.009391106 (bytes 27 dd 19 3c)
  PR5b  [flt ]  0.007922749 (bytes 6b ce 01 3c)
  PR6b  [flt ]  0 (bytes 00 00 00 00)
  PR8b  [flt ]  0.016236512 (bytes 6f 02 85 3c)
  PRab  [flt ]  0 (bytes 00 00 00 00)
  PRcb  [flt ]  0 (bytes 00 00 00 00)
  PRcl  [flt ]  0.031768784 (bytes fc 1f 02 3d)
  PReb  [flt ]  0 (bytes 00 00 00 00)
  PSTR  [flt ]  6.436267 (bytes e6 f5 cd 40)
  PT3C  [flt ]  0 (bytes 00 00 00 00)
  PT5C  [flt ]  0 (bytes 00 00 00 00)
  PTPR  [flt ]  0 (bytes 00 00 00 00)
  PW3C  [flt ]  0 (bytes 00 00 00 00)
  PZC0  [flt ]  1.3402358 (bytes d9 8c ab 3f)
  PZC1  [flt ]  0.9316393 (bytes ea 7f 6e 3f)
  PZCB  [flt ]  0 (bytes 00 00 00 00)
  PZCU  [flt ]  0.001062332 (bytes f2 3d 8b 3a)
  Pb0f  [flt ]  7.980828 (bytes f1 62 ff 40)
  RBID  [ui32]  40 (bytes 00 00 00 28)
  RBRV  [ui32]  9 (bytes 00 00 00 09)
  RCID  [ui32]  33042 (bytes 00 00 81 12)
  RCRV  [ui32]  17 (bytes 00 00 00 11)
  RECI  [ui64]  (bytes 00 14 20 3a 21 07 40 1e)
  RESV  [ch8*]  (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  RGEN  [ui8 ]  4 (bytes 04)
  RPF0  [ui8 ]  0 (bytes 00)
  RPlt  [ch8*]  (bytes 6a 34 31 33 00 00 00 00)
  SBA1  [flt ]  3.814 (bytes 93 18 74 40)
  SBA2  [flt ]  3.811 (bytes 6d e7 73 40)
  SBA3  [flt ]  3.811 (bytes 6d e7 73 40)
  SBAA  [flt ]  0 (bytes 00 00 00 00)
  SBAC  [flt ]  0.563 (bytes c5 20 10 3f)
  SBAL  [flt ]  0 (bytes 00 00 00 00)
  SBAP  [flt ]  6.4362164 (bytes 7c f5 cd 40)
  SBAR  [flt ]  1636 (bytes 00 80 cc 44)
  SBAS  [flt ]  43 (bytes 00 00 2c 42)
  SBAV  [flt ]  11.432 (bytes 79 e9 36 41)
  SBAm  [flt ]  1 (bytes 00 00 80 3f)
  SBAn  [flt ]  112 (bytes 00 00 e0 42)
  SDMX  [flt ]  3 (bytes 00 00 40 40)
  SEB0  [hex_]  0 (bytes 00 00 00 00)
  SEB1  [hex_]  0 (bytes 00 00 00 00)
  SEB2  [hex_]  0 (bytes 00 00 00 00)
  SEB3  [hex_]  0 (bytes 00 00 00 00)
  SEB4  [hex_]  0 (bytes 00 00 00 00)
  SEB5  [hex_]  0 (bytes 00 00 00 00)
  SEC0  [hex_]  0 (bytes 00 00 00 00)
  SEC1  [hex_]  0 (bytes 00 00 00 00)
  SEF0  [hex_]  0 (bytes 00 00 00 00)
  SEF1  [hex_]  0 (bytes 00 00 00 00)
  SES0  [hex_]  0 (bytes 00 00 00 00)
  SES1  [hex_]  0 (bytes 00 00 00 00)
  SES2  [hex_]  0 (bytes 00 00 00 00)
  SES3  [hex_]  0 (bytes 00 00 00 00)
  SES4  [hex_]  0 (bytes 00 00 00 00)
  SES5  [hex_]  0 (bytes 00 00 00 00)
  SEb0  [hex_]  0 (bytes 00 00 00 00)
  SEb1  [hex_]  0 (bytes 00 00 00 00)
  SEb2  [hex_]  0 (bytes 00 00 00 00)
  SEb3  [hex_]  0 (bytes 00 00 00 00)
  SEb4  [hex_]  0 (bytes 00 00 00 00)
  SEb5  [hex_]  0 (bytes 00 00 00 00)
  SEc0  [hex_]  0 (bytes 00 00 00 00)
  SEc1  [hex_]  0 (bytes 00 00 00 00)
  SEf0  [hex_]  0 (bytes 00 00 00 00)
  SEf1  [hex_]  0 (bytes 00 00 00 00)
  SEs0  [hex_]  3221225472 (bytes c0 00 00 00)
  SEs1  [hex_]  0 (bytes 00 00 00 00)
  SEs2  [hex_]  0 (bytes 00 00 00 00)
  SEs3  [hex_]  0 (bytes 00 00 00 00)
  SEs4  [hex_]  0 (bytes 00 00 00 00)
  SEs5  [hex_]  0 (bytes 00 00 00 00)
  SFBN  [hex_]  0 (bytes 00 00 00 00)
  SFBS  [hex_]  0 (bytes 00 00 00 00)
  SFF0  [hex_]  0 (bytes 00 00 00 00)
  SFF1  [hex_]  0 (bytes 00 00 00 00)
  SFF2  [hex_]  0 (bytes 00 00 00 00)
  SFF3  [hex_]  0 (bytes 00 00 00 00)
  SFF4  [hex_]  0 (bytes 00 00 00 00)
  SFI0  [hex_]  0 (bytes 00 00 00 00)
  SMB0  [hex_]  1962584832 (bytes 74 fa ab 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  SMB1  [hex_]  3309240320 (bytes c5 3f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  SMB2  [hex_]  712967424 (bytes 2a 7f 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  SMB3  [hex_]  612304128 (bytes 24 7f 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  SMB4  [hex_]  0 (bytes 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00)
  T5SP  [flt ]  34.912415 (bytes 50 a6 0b 42)
  TAOL  [flt ]  26.0625 (bytes 00 80 d0 41)
  TB0T  [flt ]  33.199997 (bytes cc cc 04 42)
  TB1T  [flt ]  32.5 (bytes 00 00 02 42)
  TB2T  [flt ]  33.199997 (bytes cc cc 04 42)
  TCHP  [flt ]  34.857666 (bytes 40 6e 0b 42)
  TCMb  [flt ]  44.27431 (bytes e5 18 31 42)
  TCMz  [flt ]  47.603127 (bytes 9a 69 3e 42)
  TDBP  [flt ]  33 (bytes 00 00 04 42)
  TDeL  [flt ]  30.875 (bytes 00 00 f7 41)
  TG0B  [ioft]  33.199997 (bytes 33 33 21 00 00 00 00 00)
  TG0C  [ioft]  32 (bytes 00 00 20 00 00 00 00 00)
  TG0H  [ioft]  33 (bytes 00 00 21 00 00 00 00 00)
  TG0V  [ioft]  33.199997 (bytes 33 33 21 00 00 00 00 00)
  TG1B  [ioft]  32.5 (bytes 00 80 20 00 00 00 00 00)
